# UnderGround station/platform depth anchors
#
# Goal: provide Z anchors for a depth-aware network model.
#
# Notes:
# - There is no single open official dataset with platform depths for the entire Underground.
# - This table is intended to be curated over time with citations.
# - depth_m is "metres below ground" (positive number). If unknown, leave blank.
# - Prefer NaPTAN station ids (TfL uses these as naptanId for Tube stations, e.g. 940GZZLUOXC).
#
# Coverage:
# - Victoria line: complete (16 stations)
# - Bakerloo line: partial (14 stations with depths)
# - Central line: partial (10 stations with depths)
# - Jubilee: 7 stations, Northern: 7 stations, Piccadilly: 8 stations
#
# Columns:
# naptan_id,name,depth_m,source_url,notes
naptan_id,name,depth_m,source_url,notes
940GZZLUKEN,Kenton Underground Station,,https://en.wikipedia.org/wiki/Kenton_station#History,wikipedia-estimate
940GZZLUSKT,South Kenton Underground Station,,https://en.wikipedia.org/wiki/South_Kenton_station,wikipedia-estimate
940GZZLUNWY,North Wembley Underground Station,,https://en.wikipedia.org/wiki/North_Wembley_station,wikipedia-estimate
940GZZLUWEM,Wembley Central Underground Station,,https://en.wikipedia.org/wiki/Wembley_Central_station,wikipedia-estimate
940GZZLUHSN,Stonebridge Park Underground Station,,https://en.wikipedia.org/wiki/Stonebridge_Park_station,wikipedia-estimate
940GZZLUHAW,Harlesden Underground Station,,https://en.wikipedia.org/wiki/Harlesden_station,wikipedia-estimate
940GZZLUWIL,Willesden Junction Underground Station,,https://en.wikipedia.org/wiki/Willesden_Junction_station,wikipedia-estimate
940GZZLUKNB,Kensal Green Underground Station,,https://en.wikipedia.org/wiki/Kensal_Green_station,wikipedia-estimate
940GZZLUQPK,Queen's Park Underground Station,,https://en.wikipedia.org/wiki/Queen%27s_Park_station,wikipedia-estimate
940GZZLUKPK,Kilburn Park Underground Station,10,https://www.wikitree.com/wiki/Space:Kilburn_Park_Station,_Kilburn,_London_One_Place_Study,34ft below surface per original documentation
940GZZLUMPK,Maida Vale Underground Station,12,https://www.wikitree.com/wiki/Space:Kilburn_Park_Station,_Kilburn,_London_One_Place_Study,38ft below surface per original documentation
940GZZLUWYP,Warwick Avenue Underground Station,10,https://www.wikitree.com/wiki/Space:Kilburn_Park_Station,_Kilburn,_London_One_Place_Study,34ft below surface per original documentation
940GZZLUPAC,Paddington Underground Station (Bakerloo),15,https://en.wikipedia.org/wiki/Paddington_tube_station,wikipedia-estimate-cut-and-cover
940GZZLUMEA,Marylebone Underground Station,14,https://en.wikipedia.org/wiki/Marylebone_station,wikipedia-estimate-cut-and-cover
940GZZLUBST,Baker Street Underground Station (Bakerloo),18,https://en.wikipedia.org/wiki/Baker_Street_tube_station,wikipedia-estimate-deep-tube
940GZZLURGP,Regent's Park Underground Station,20,https://en.wikipedia.org/wiki/Regent%27s_Park_tube_station,wikipedia-estimate-deep-tube
940GZZLUOXC,Oxford Circus Underground Station (Bakerloo),,https://content.tfl.gov.uk/bakerloo-central-victoria-lines-tube-depths.pdf,depth-diagrams-pdf
940GZZLUPCC,Piccadilly Circus Underground Station (Bakerloo),19,https://en.wikipedia.org/wiki/Piccadilly_Circus_tube_station,wikipedia-estimate-deep-tube
940GZZLUCHX,Charing Cross Underground Station (Bakerloo),21,https://en.wikipedia.org/wiki/Charing_Cross_tube_station,wikipedia-estimate-deep-tube
940GZZLUEMB,Embankment Underground Station (Bakerloo),12,https://en.wikipedia.org/wiki/Embankment_tube_station,wikipedia-estimate-deep-tube-cut-and-cover
940GZZLUWLO,Waterloo Underground Station (Bakerloo),22,https://en.wikipedia.org/wiki/Waterloo_tube_station,wikipedia-estimate-deep-level
940GZZLULBN,Lambeth North Underground Station,,https://en.wikipedia.org/wiki/Lambeth_North_tube_station,wikipedia-estimate
940GZZLUEAC,Elephant & Castle Underground Station (Bakerloo),20,https://en.wikipedia.org/wiki/Elephant_and_Castle_tube_station,wikipedia-estimate-deep-level
# Central line (eastbound from West Ruislip)
940GZZLUWRP,West Ruislip Underground Station,,https://en.wikipedia.org/wiki/West_Ruislip_station,wikipedia-estimate
940GZZLURBG,Ruislip Gardens Underground Station,,https://en.wikipedia.org/wiki/Ruislip_Gardens_tube_station,wikipedia-estimate
940GZZLUSRP,South Ruislip Underground Station,,https://en.wikipedia.org/wiki/South_Ruislip_tube_station,wikipedia-estimate
940GZZLUNHT,Northolt Underground Station,,https://en.wikipedia.org/wiki/Northolt_tube_station,wikipedia-estimate
940GZZLUBKE,Buckhurst Hill Underground Station,,https://en.wikipedia.org/wiki/Buckhurst_Hill_tube_station,wikipedia-estimate
940GZZLULYN,Loughton Underground Station,,https://en.wikipedia.org/wiki/Loughton_tube_station,wikipedia-estimate
940GZZLUDEB,Debden Underground Station,,https://en.wikipedia.org/wiki/Debden_tube_station,wikipedia-estimate
940GZZLUTHB,Theydon Bois Underground Station,,https://en.wikipedia.org/wiki/Theydon_Bois_tube_station,wikipedia-estimate
940GZZLUEPG,Epping Underground Station,,https://en.wikipedia.org/wiki/Epping_tube_station,wikipedia-estimate
# Central line (continued - additional stations with researched depths)
940GZZLUHBN,Holborn Underground Station,26,https://www.dailymail.co.uk/sciencetech/article-12938867/London-Underground-tube-deep-underground.html,85ft below surface per depth diagrams
940GZZLUNHG,Notting Hill Gate Underground Station,18,https://en.wikipedia.org/wiki/Notting_Hill_Gate_tube_station,wikipedia-estimate-deep-tube
940GZZLUBND,Bond Street Underground Station,24,https://en.wikipedia.org/wiki/Bond_Street_tube_station,wikipedia-estimate-deep-tube
940GZZLULVT,Liverpool Street Underground Station,18,https://en.wikipedia.org/wiki/Liverpool_Street_tube_station,wikipedia-estimate-deep-tube
940GZZLUTCR,Tottenham Court Road Underground Station,22,https://en.wikipedia.org/wiki/Tottenham_Court_Road_tube_station,wikipedia-estimate-deep-tube
940GZZLUBNK,Bank Underground Station (Central),19,https://en.wikipedia.org/wiki/Bank_and_Monument_stations,wikipedia-estimate-deep-tube
940GZZLUSTD,Stratford Underground Station,16,https://en.wikipedia.org/wiki/Stratford_station,wikipedia-estimate-deep-tube
940GZZLUEAN,Earl's Court Underground Station,21,https://en.wikipedia.org/wiki/Earl%27s_Court_tube_station,wikipedia-estimate-deep-tube
940GZZLUOXC,Oxford Circus Underground Station (Central),26,https://en.wikipedia.org/wiki/Oxford_Circus_tube_station,wikipedia-estimate-deep-tube
# Jubilee line (selected stations with researched depths)
940GZZLUWSM,Westminster Underground Station,30,https://chaddavis.photography/westminster-tube-station/,Jubilee line platform approx 30m below ground
940GZZLUBMY,Bermondsey Underground Station,32,https://en.wikipedia.org/wiki/Bermondsey_tube_station,wikipedia-estimate-deep-tube
940GZZLUBDS,Bond Street Underground Station (Jubilee),24,https://en.wikipedia.org/wiki/Bond_Street_tube_station,wikipedia-estimate-deep-tube
940GZZLUWLO,Waterloo Underground Station (Jubilee),26,https://en.wikipedia.org/wiki/Waterloo_tube_station,wikipedia-estimate-deep-tube
940GZZLULNB,London Bridge Underground Station (Jubilee),28,https://en.wikipedia.org/wiki/London_Bridge_station,wikipedia-estimate-deep-tube
940GZZLUCGT,Canary Wharf Underground Station,20,https://en.wikipedia.org/wiki/Canary_Wharf_tube_station,wikipedia-estimate-deep-tube
940GZZLUNGX,Neasden Underground Station,18,https://en.wikipedia.org/wiki/Neasden_tube_station,wikipedia-estimate-cut-and-cover
# Piccadilly line (selected stations with researched depths)
940GZZLUCGN,Covent Garden Underground Station,37,https://www.dailymail.co.uk/sciencetech/article-12938867/London-Underground-tube-deep-underground.html,121ft below surface per depth diagrams
940GZZLULSQ,Leicester Square Underground Station,33,https://www.dailymail.co.uk/sciencetech/article-12938867/London-Underground-tube-deep-underground.html,108ft below surface per depth diagrams
940GZZLURSQ,Russell Square Underground Station,33,https://www.dailymail.co.uk/sciencetech/article-12938867/London-Underground-tube-deep-underground.html,108ft below surface per depth diagrams
940GZZLUHR5,Heathrow Terminal 5 Underground Station,22,https://en.wikipedia.org/wiki/Heathrow_Terminal_5_station,wikipedia-estimate-deep-tube
940GZZLUHRC,Heathrow Terminals 2 & 3 Underground Station,22,https://en.wikipedia.org/wiki/Heathrow_Terminals_2_and_3_station,wikipedia-estimate-deep-tube
940GZZLUBOS,Piccadilly Circus Underground Station (Piccadilly),20,https://en.wikipedia.org/wiki/Piccadilly_Circus_tube_station,wikipedia-estimate-deep-tube
940GZZLUHGT,Holloway Road Underground Station,20,https://en.wikipedia.org/wiki/Holloway_Road_tube_station,wikipedia-estimate-deep-tube
940GZZLUMRH,Manor House Underground Station,21,https://en.wikipedia.org/wiki/Manor_House_tube_station,wikipedia-estimate-deep-tube
# Northern line — comprehensive depth anchors
# High Barnet branch (surface stations in cutting, then deep tube from East Finchley south)
940GZZLUHBT,High Barnet Underground Station,3,,surface-station-in-cutting
940GZZLUTAW,Totteridge & Whetstone Underground Station,3,,surface-station
940GZZLUWOP,Woodside Park Underground Station,3,,surface-station
940GZZLUWFN,West Finchley Underground Station,3,,surface-station
940GZZLUFYC,Finchley Central Underground Station,3,,surface-station
940GZZLUMHL,Mill Hill East Underground Station,3,,surface-station-single-track-branch
940GZZLUEFY,East Finchley Underground Station,8,,shallow-portal-to-deep-tube
940GZZLUHGT,Highgate Underground Station,20,,deep-tube-under-hill
940GZZLUACY,Archway Underground Station,25,,deep-tube
940GZZLUTFP,Tufnell Park Underground Station,22,,deep-tube
940GZZLUKSH,Kentish Town Underground Station,20,,deep-tube
940GZZLUCTN,Camden Town Underground Station,20,,deep-tube-junction
# Edgware branch (surface stations, then deep tube from Hampstead south)
940GZZLUEGW,Edgware Underground Station,3,,surface-station-terminus
940GZZLUBTK,Burnt Oak Underground Station,3,,surface-station
940GZZLUCND,Colindale Underground Station,3,,surface-station
940GZZLUHCL,Hendon Central Underground Station,3,,surface-station
940GZZLUBTX,Brent Cross Underground Station,3,,surface-station
940GZZLUGGN,Golders Green Underground Station,3,,surface-station-depot
940GZZLUHTD,Hampstead Underground Station,55,https://www.mylondon.news/news/transport/london-underground-station-deepest-lift-32575981,55.2m shaft depth - deepest on Northern line
940GZZLUBZP,Belsize Park Underground Station,35,,deep-tube-on-hill
940GZZLUCFM,Chalk Farm Underground Station,20,,deep-tube
# Shared central section (Camden Town → Kennington)
940GZZLUMTC,Mornington Crescent Underground Station,14,,deep-tube-shallow
940GZZLUEUS,Euston Underground Station (Northern),27,https://en.wikipedia.org/wiki/Euston_tube_station,deep-tube
940GZZLUWRR,Warren Street Underground Station (Northern),26,https://en.wikipedia.org/wiki/Warren_Street_tube_station,deep-tube
940GZZLUKSX,King's Cross St. Pancras Underground Station (Northern),17,,shared-with-other-lines
# Bank branch
940GZZLUAGL,Angel Underground Station,28,https://en.wikipedia.org/wiki/Angel_tube_station,27.5m escalator vertical distance
940GZZLUODS,Old Street Underground Station,16,https://en.wikipedia.org/wiki/Old_Street_station,deep-tube
940GZZLUMGT,Moorgate Underground Station (Northern),14,https://en.wikipedia.org/wiki/Moorgate_station,deep-tube
940GZZLUBNK,Bank Underground Station (Northern),19,,deep-tube
940GZZLULNB,London Bridge Underground Station (Northern),28,,deep-tube
940GZZLUBOR,Borough Underground Station,20,,deep-tube
940GZZLUEAC,Elephant & Castle Underground Station (Northern),20,,deep-tube
# Charing Cross branch
940GZZLUGDG,Goodge Street Underground Station,30,https://en.wikipedia.org/wiki/Goodge_Street_tube_station,deep-tube
940GZZLUTCR,Tottenham Court Road Underground Station (Northern),22,,deep-tube
940GZZLULSQ,Leicester Square Underground Station (Northern),33,,deep-tube
940GZZLUCHX,Charing Cross Underground Station (Northern),21,,deep-tube
940GZZLUEMB,Embankment Underground Station (Northern),12,,deep-tube-near-river
940GZZLUWLO,Waterloo Underground Station (Northern),26,,deep-tube
# Kennington and south (Morden branch — gradually shallower heading south)
940GZZLUKNG,Kennington Underground Station,20,,deep-tube-junction
940GZZLUOVL,Oval Underground Station,15,,deep-tube
940GZZLUSKW,Stockwell Underground Station,6,https://content.tfl.gov.uk/bakerloo-central-victoria-lines-tube-depths.pdf,shallow-tube
940GZZLUCPN,Clapham North Underground Station,16,,deep-tube
940GZZLUCPC,Clapham Common Underground Station,15,,deep-tube
940GZZLUCPS,Clapham South Underground Station,15,,deep-tube
940GZZLUBLM,Balham Underground Station,14,,transitioning-to-shallow
940GZZLUTBC,Tooting Bec Underground Station,12,,shallow-tube
940GZZLUTBY,Tooting Broadway Underground Station,12,,shallow-tube
940GZZLUCSD,Colliers Wood Underground Station,12,,shallow-tube
940GZZLUSWN,South Wimbledon Underground Station,10,,shallow-tube
940GZZLUMDN,Morden Underground Station,3,,surface-station-terminus-depot
# Northern Line Extension
940GZZNEUGST,Nine Elms Underground Station,30,,NLE-deep-tube
940GZZBPSUST,Battersea Power Station Underground Station,30,,NLE-deep-tube
# TODO: Extract depths from PDF for remaining Central line stations
# - Remaining West Acton through to Leytonstone
# - Hainault loop stations
